Price,Close,High,Low,Open,Volume
Ticker,QQQ,QQQ,QQQ,QQQ,QQQ
Date,,,,,
2015-11-02,106.41067504882812,106.54065872808454,105.27795405795423,105.50078221045392,22176900
2015-11-03,106.78208923339844,107.16275380289247,106.0393190771245,106.19715543316883,20418400
2015-11-04,106.79134368896484,107.20915446026179,106.34568736654356,107.13487604533172,28633000
2015-11-05,106.50353240966797,107.14417139465256,105.94645841921967,106.88420400468203,25004100
2015-11-06,106.57784271240234,106.69853986997116,105.62153077740506,106.29930209206545,29924900
2015-11-09,105.44508361816406,106.31783730577263,104.79516518074048,106.17856704530193,33479800
2015-11-10,105.17581939697266,105.27795043910335,104.57231971626742,104.88799941473836,35452100
2015-11-11,105.04585266113281,105.9743116785256,104.86944318108253,105.4636563855275,22748800
2015-11-12,104.02455139160156,105.1294199127606,103.95027296855652,104.6187646088013,31196900
2015-11-13,101.98194122314453,103.69959617581596,101.92623594548577,103.58817853691785,52836000
2015-11-16,103.44889831542969,103.4674714619177,101.64769270298697,101.87980744902782,33980600
2015-11-17,103.51390838623047,104.25667853776953,103.25394095826613,103.62532603403567,30579500
2015-11-18,105.50081634521484,105.60294742390069,103.8295940353748,103.93172511406064,32966500
2015-11-19,105.5750732421875,106.05787589449014,105.37081112648869,105.55650717875129,26188100
2015-11-20,106.28997802734375,106.37353592825603,105.97429831776799,106.07642936349139,22727600
2015-11-23,105.98360443115234,106.71708794768578,105.52866146950826,106.32712975412457,20696200
2015-11-24,105.8907470703125,106.14142787237967,104.76730549676564,105.29653390344689,26374400
2015-11-25,105.98360443115234,106.17857998614267,105.76077623738921,106.0485962828158,14159900
2015-11-27,106.13213348388672,106.34568214543144,105.77003508335454,106.21569846747524,8828000
2015-11-30,105.86288452148438,106.44781818330453,105.51935924944854,106.44781818330453,25041600
2015-12-01,106.9213638305664,106.9213638305664,106.1600204937446,106.29001129737334,28639400
2015-12-02,106.26212310791016,107.46912256627641,106.10428678778553,107.00489309514778,22395500
2015-12-03,104.46092224121094,106.73564391788146,103.83884933860097,106.54995495457037,42754300
2015-12-04,106.90274810791016,107.07915755068602,104.56303499522512,104.77657655730033,40037300
2015-12-07,106.41999816894531,107.04206414524789,105.90934276536458,106.97707228329959,25892100
2015-12-08,106.42923736572266,106.77276969657399,105.26866378206424,105.30580298677079,30792600
2015-12-09,104.8137435913086,106.54996459808507,104.17310456781716,105.96503085191272,48509200
2015-12-10,105.28726959228516,105.99290053347829,104.73947500738038,105.05515480353831,30154600
2015-12-11,102.86396789550781,104.34950079843053,102.7989760523668,104.07096028006643,56022200
2015-12-14,103.64389038085938,103.69031617090334,101.55485733333958,103.00325839645507,53098500
2015-12-15,104.27521514892578,105.17582140110532,104.14523147166061,104.60018142566787,48428000
2015-12-16,105.82575225830078,106.00215463866701,103.88526940563617,104.98085122948646,44944100
2015-12-17,104.28451538085938,106.28999023605863,104.26594931749497,106.28999023605863,45668800
2015-12-18,102.28410339355469,104.19325335478169,102.28410339355469,103.96042966888461,53746100
2015-12-21,103.42027282714844,103.43889559369254,102.48897818522981,103.25263950739452,26432800
2015-12-22,104.1001205444336,104.24913110710165,103.42027939160106,103.9697398547064,26540300
2015-12-23,104.87310791015625,104.94761319934668,104.45402809258714,104.64028421034776,25656900
2015-12-24,104.8544921875,105.14319844577582,104.80793170438328,104.87312206491981,11468600
2015-12-28,104.79859924316406,104.81722911746893,103.84868170485733,104.6030281942543,19183600
2015-12-29,106.44695281982422,106.6797764199505,105.35733297127176,105.42252329509861,27725700
2015-12-30,105.48773193359375,106.3910887957576,105.46910916864384,106.35383616064415,19520100
2015-12-31,104.17460632324219,105.31078678263029,104.15597645378902,105.11521578465234,29886800
2016-01-04,101.9767837524414,102.06991181427722,100.69159944658965,101.93021616891566,50807600
2016-01-05,101.79979705810547,102.61002581137728,101.32484199035132,102.47964515294913,38795200
2016-01-06,100.82196807861328,101.4086811926015,100.03036898999635,100.03036898999635,41891100
2016-01-07,97.66487121582031,99.918602533857,97.6089887060113,98.67066402459764,61386300
2016-01-08,96.86396789550781,98.98731876584377,96.76152490569204,98.37266082694914,69344000
2016-01-11,97.1619644165039,97.84180547524564,95.67189452212439,97.55310643155096,50024100
2016-01-12,98.28884887695312,98.79174889513831,96.92915939306654,98.0932778318614,46734200
2016-01-13,94.89892578125,98.93143330082623,94.74991522749265,98.68929470357767,69870700
2016-01-14,96.9198226928711,97.76730413651609,93.75341982931786,95.27143447997572,78445700
2016-01-15,93.91175079345703,94.93618061115056,92.67313428652525,93.70687193513277,91443900
2016-01-19,94.11663055419922,95.33663131889836,93.01770263554693,95.18762077152192,56563800
2016-01-20,93.82794189453125,94.83374188510382,90.56841041432422,92.63588580431846,86675000
2016-01-21,93.92107391357422,95.31801603555662,92.9618414599807,94.22840288566196,61660100
2016-01-22,96.64045715332031,96.67770979751583,95.48565360412086,95.8116053593124,42229800
2016-01-25,95.20626831054688,96.84534200457651,95.12244808578912,96.29588149589068,38881500
2016-01-26,96.0630111694336,96.47277584142122,94.76851262442094,95.60667893905082,36143900
2016-01-27,93.66961669921875,95.91403308936975,93.26915971937083,95.50426827886587,54524700
2016-01-28,94.99203491210938,95.26211115811249,93.37158454130358,95.22485852709003,47641500
2016-01-29,96.97572326660156,97.01297591057455,94.93619252189129,94.9641302285672,54245100
2016-02-01,97.23648834228516,97.59969272668278,96.13756025212403,96.51007246827486,32750300
2016-02-02,95.13175201416016,96.82670803028905,94.84304583475465,96.78945539084272,44928100
2016-02-03,94.6754379272461,95.76505119725091,93.01772712471367,95.76505119725091,61572900
2016-02-04,94.66609954833984,95.42044591690558,93.53923391071439,94.42396095766891,49321600
