Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2015-11-02,177.78244018554688,177.97678973539604,175.90650865184054,176.03326844913155,86270800
2015-11-03,178.29786682128906,178.85557888312954,177.19934657963228,177.42750385836413,95246100
2015-11-04,177.75709533691406,178.72041050900856,177.2162870454555,178.59366360237246,96224500
2015-11-05,177.5796356201172,178.28099858468298,176.68392310200971,177.81623844022533,78408700
2015-11-06,177.48667907714844,177.7232947851253,176.1515687235888,177.23318527197023,110471500
2015-11-09,175.8305206298828,177.02199350482073,174.87565065145714,176.8698842748395,131008700
2015-11-10,176.23605346679688,176.26986123503872,175.07838883528441,175.3487865117908,75874600
2015-11-11,175.5431365966797,176.55715037655227,175.47553395883688,176.50645162164136,67846000
2015-11-12,173.09259033203125,174.96852163793656,173.07569934288605,174.49531606417392,121315200
2015-11-13,171.14910888671875,172.94899261191821,171.06461523342034,172.67859486991898,153577100
2015-11-16,173.75173950195312,173.81089665908638,170.84488986534723,170.9632041796137,117645200
2015-11-17,173.62496948242188,174.9516343134357,173.1264144838702,174.06438022559786,121123700
2015-11-18,176.37969970703125,176.52335048364728,174.0643705036038,174.1066108719903,121342500
2015-11-19,176.22760009765625,176.65010692460154,175.93184016124053,176.26139497050244,88220500
2015-11-20,176.86981201171875,177.5542710322599,176.48955843296093,176.98811341164085,94011500
2015-11-23,176.66705322265625,177.43600603295621,176.20229302265858,176.92900545523088,64931200
2015-11-24,176.90359497070312,177.30919787157075,175.26426659176337,175.6529656110454,98874400
2015-11-25,176.87831115722656,177.23321543877051,176.6163460241429,177.03040746622173,51980100
2015-11-27,177.08108520507812,177.28389315354065,176.48957813942113,176.97122928792504,37317800
2015-11-30,176.3459014892578,177.3599152951254,176.23604558821143,177.24161389933894,112822700
2015-12-01,178.02749633789062,178.14581064479455,176.70083141290684,176.97968750656543,97858400
2015-12-02,176.2107391357422,178.29792440075977,175.95723239904876,177.97681500802221,108441300
2015-12-03,173.74331665039062,176.73466032349532,173.01660414652267,176.46426256762487,166224200
2015-12-04,177.1317901611328,177.42755015124436,173.7432894356411,173.7432894356411,192913900
2015-12-07,176.05862426757812,177.22473450319956,175.08685069502556,176.80222761788633,102027100
2015-12-08,174.87557983398438,176.00789507930736,173.8869153680932,174.48688075878903,103372400
2015-12-09,173.51513671875,176.33747981578392,172.5349175816368,174.23340363164402,162401500
2015-12-10,173.96298217773438,175.28120160708093,173.34612573069649,173.5827285567901,116128900
2015-12-11,170.5913848876953,172.5011113758808,170.27872102335024,171.83355616747073,211173300
2015-12-14,171.4532928466797,171.58005265152178,168.9605047447647,170.75194274754628,182385200
2015-12-15,173.2530975341797,174.1657135595752,171.42786548338864,172.97424156304095,154069600
2015-12-16,175.78817749023438,176.09238290080216,173.05878718317717,174.38545182517822,197017000
2015-12-17,173.10951232910156,176.16845788949902,173.0926084443027,176.1008552441898,173092500
2015-12-18,170.02552795410156,172.4991421129178,169.8640177815057,172.3631451518138,251393500
2015-12-21,171.42811584472656,171.6066305251444,170.085046774522,171.20710940429646,99094300
2015-12-22,172.98373413085938,173.2812543409563,171.32615303183866,172.3207016912511,111026200
2015-12-23,175.1258087158203,175.16831344689373,173.90174509639374,173.99525031650612,110987200
2015-12-24,174.8367919921875,175.38932757912085,174.61578553978822,174.87080096678642,48539600
2015-12-28,174.43728637695312,174.47977813988942,173.35772840352485,174.1397662126574,65899900
2015-12-29,176.29888916015625,176.63040536648012,175.50835550300894,175.5423515113338,92640700
2015-12-30,175.04930114746094,176.1373678244634,174.90479543324437,176.05235835933684,63317700
2015-12-31,173.2982177734375,175.01530782443294,173.2982177734375,174.3692799796951,114877900
2016-01-04,170.8756103515625,170.88410611029028,168.8099995658019,170.42508869713458,222353500
2016-01-05,171.16461181640625,171.6236292027999,170.0510578686635,171.19860781995925,110845800
2016-01-06,169.00550842285156,170.05955314813002,167.96845521399013,168.59747855762453,152112600
2016-01-07,164.95083618164062,167.83248124829188,164.5598107196038,166.03889011431787,213436100
2016-01-08,163.14019775390625,166.48087239822252,162.85118634119118,165.91984108839497,209817200
2016-01-11,163.30172729492188,164.40678555928213,161.35513493673565,164.06676064760444,187941300
2016-01-12,164.6192626953125,165.3758001349112,162.47715158575497,164.7552726322479,172330500
2016-01-13,160.5135955810547,165.6393530138184,160.1310788863428,165.29083232659488,221168900
2016-01-14,163.14869689941406,164.279255300346,159.51902373763684,161.1256039977774,240795600
2016-01-15,159.6465301513672,160.45406818668363,157.69993792010445,158.76249137989538,324846400
2016-01-19,159.8590850830078,161.6016758334372,158.278004578463,161.47417457122668,195244400
2016-01-20,157.81045532226562,159.38303983690642,153.87476561191795,157.2834328878049,286547800
2016-01-21,158.6945343017578,160.54762186906302,156.95194350759894,158.28651728181828,195772900
2016-01-22,161.95010375976562,162.15410566238359,160.55603455252538,161.32106762858157,168319600
2016-01-25,159.50201416015625,161.63561670051817,159.30650796792625,161.44011050828814,130371700
2016-01-26,161.67811584472656,161.95863148682065,159.82502902016932,160.16504090539863,141036800
2016-01-27,159.91856384277344,162.83420456177436,159.0090117769193,161.15112336821298,185681700
2016-01-28,160.7515869140625,161.67813040981056,159.09400612565466,161.47412844854387,143798800
2016-01-29,164.67025756835938,164.80626750066065,161.40609701685497,161.5251024649633,210529300
2016-02-01,164.6107635498047,165.40131000496663,163.0721883391973,163.6587198770802,136061600
2016-02-02,161.64413452148438,163.1827098433736,161.11709918971633,163.17421408518916,182564900
2016-02-03,162.6131591796875,163.02117601399337,159.0429826956133,162.70666438865564,205054900
2016-02-04,162.8682098388672,163.84575389564995,161.47414012999374,162.11167224631924,139531800
2016-02-05,159.7655487060547,162.92770909904738,159.1280165779614,162.3496861954758,180788300
2016-02-08,157.6149444580078,158.2099718617803,155.3878363307631,157.91246464520637,191526700
2016-02-09,157.6234130859375,158.9069858759503,155.72782147926387,155.8638314254651,184513100
2016-02-10,157.4874267578125,160.0970513025413,157.35991256064443,158.45647499142285,148214100
2016-02-11,155.43885803222656,156.49291598458228,153.93427834336532,154.99683205599658,219058900
2016-02-12,158.64344787597656,158.66043938841068,156.3738357864843,157.22387835051677,127632400
2016-02-16,161.32113647460938,161.3466367233192,159.49354947373848,160.4625978365869,120250700
2016-02-17,163.95626831054688,164.33028923814032,162.36667936827473,162.49419357756767,136009500
2016-02-18,163.28472900390625,164.28778631814478,162.9702172979637,164.22827709235855,102343000
2016-02-19,163.2082061767578,163.36120764414954,161.8906373348521,162.50266914566478,114793000
2016-02-22,165.5713653564453,165.71587110198783,164.72981816350543,164.79782315622415,103640300
2016-02-23,163.48023986816406,165.18032549256367,163.36122142265708,164.90830556676022,111455300
2016-02-24,164.228271484375,164.50878717359268,160.93011413760556,162.04366816501187,150812200
2016-02-25,166.21737670898438,166.22588543886462,163.91376780015256,164.67880119313642,110728300
2016-02-26,165.83486938476562,167.18643450838,165.67335915541065,167.0929422394119,129833700
2016-02-29,164.53431701660156,166.80393021511387,164.3388107631159,165.85188622879076,125918100
2016-03-01,168.40200805664062,168.48701753924152,165.29084777046134,165.7668697435241,141799700
2016-03-02,169.15855407714844,169.2095545809669,167.6709788528519,168.08750458508052,102415000
2016-03-03,169.821533203125,169.8385376892632,168.4019634202159,168.97998624268894,95172200
2016-03-04,170.3740997314453,171.15615064806957,169.18404480723603,170.01708325418252,129293600
2016-03-07,170.5100555419922,170.91808536119467,169.37100148061756,169.44750220773486,100219000
2016-03-08,168.64846801757812,169.9405365650422,168.4869707984397,169.43051872280122,123974900
2016-03-09,169.48153686523438,169.83004455401937,168.67398583230596,169.4645323775349,94801200
2016-03-10,169.61753845214844,170.9181158986217,167.78145582017694,169.97456785039543,156838700
2016-03-11,172.35467529296875,172.3971800275459,169.6005448928554,171.07961107939806,137964500
2016-03-14,172.13368225097656,172.59269969657086,171.5131545837727,171.84467078631997,73612000
2016-03-15,171.85316467285156,172.15918062345455,170.9011208134755,171.16463202665102,93169100
2016-03-16,172.84771728515625,173.25574720918922,171.32614622665338,171.3686509650683,129303200
2016-03-17,173.94424438476562,174.4542622298197,172.36316442091533,172.76268553338338,134278500
2016-03-18,174.6278076171875,174.96957322798377,174.13223835526725,174.4483721971299,138372400
2016-03-21,174.87559509277344,175.10629406305057,174.13224767885308,174.3629466491302,72926700
2016-03-22,174.78160095214844,175.35406552978282,173.93572648912448,174.09805668239068,97471900
2016-03-23,173.62808227539062,174.5850361552696,173.45718647896757,174.39706120921926,81052500
2016-03-24,173.55120849609375,173.58539287719003,172.37210809869978,172.59425442574005,84360900
2016-03-28,173.65377807617188,174.1835187353848,173.20093273119497,173.96991194860237,62408200
2016-03-29,175.26004028320312,175.37111995140276,172.93599808907942,173.24359229234636,92922900
2016-03-30,176.02902221679688,176.75527721236793,175.66161189402175,176.26826069034016,86365300
2016-03-31,175.6018524169922,176.3622919762726,175.43950919014767,175.9350784477438,94584100
2016-04-01,176.79803466796875,176.98600965245097,174.28601718218056,174.60216404018507,114423500
2016-04-04,176.2255859375,176.92622240384418,175.9179916659991,176.72115521033604,63497000
2016-04-05,174.46548461914062,176.23414206825643,174.2091538625593,174.87560600715645,99662200
2016-04-06,176.37083435058594,176.43065050353934,174.28603021229665,174.46546563363438,91839800
2016-04-07,174.2603759765625,175.63600390439012,173.52556826907346,175.277146145503,113859000
2016-04-08,174.7303924560547,175.8838745894794,174.19209905545293,175.44810829850593,95040600
2016-04-11,174.32022094726562,176.07179911333483,174.22623344457344,175.371162631898,83757500
2016-04-12,175.943603515625,176.22556598570466,174.04677456237718,174.49108024591374,115350600
2016-04-13,177.72079467773438,177.80624258249122,176.72965634764228,176.86636778024527,96336400
2016-04-14,177.72940063476562,178.23352260108774,177.37909538447184,177.7806772192833,65212900
2016-04-15,177.53285217285156,177.86607820229005,177.208165720442,177.7293667446942,75761600
2016-04-18,178.78028869628906,178.81446003567459,176.86636775270435,177.5328196896405,82531000
2016-04-19,179.34422302246094,179.6005537313051,178.52398039918532,179.20752461026262,88316100
2016-04-20,179.5150909423828,180.2157141976012,178.90844212702405,179.38691908912816,81100300
2016-04-21,178.54959106445312,179.6432564579135,178.2761681973281,179.53217678845397,85695000
2016-04-22,178.54959106445312,178.82300089405828,177.64390063276124,178.19073332949142,99251700
2016-04-25,178.2420196533203,178.28474361146263,177.327776491657,177.94296498384577,66166500
2016-04-26,178.50686645507812,179.01952781029163,178.02838947688943,178.6093935111129,75864200
2016-04-27,178.8743133544922,179.2673425079537,177.76355554956075,178.12241335653445,77329400
2016-04-28,177.25088500976562,179.22460936577656,176.83222410850382,178.11386465526644,97216200
